"scc","dr","region"
189.26218338982412,"1.5%",globe
711.0303635658878,"1.5%",globe
221.6918927584775,"1.5%",globe
359.75744270488906,"1.5%",globe
369.15955832339574,"1.5%",globe
390.3708648434681,"1.5%",globe
477.8993098228911,"1.5%",globe
279.08761204134817,"1.5%",globe
590.5483265165312,"1.5%",globe
573.983295077424,"1.5%",globe
338.24717381641267,"1.5%",globe
691.9292645621614,"1.5%",globe
439.1834988437171,"1.5%",globe
349.76814056503497,"1.5%",globe
394.7640294313077,"1.5%",globe
598.7537891332128,"1.5%",globe
243.7485920709124,"1.5%",globe
132.27896153216167,"1.5%",globe
189.94569927907912,"1.5%",globe
387.1963847853775,"1.5%",globe
215.60189407851885,"1.5%",globe
122.20271998866039,"1.5%",globe
361.840276046901,"1.5%",globe
83.58110868790662,"1.5%",globe
168.16152006791742,"1.5%",globe
521.7859833897527,"1.5%",globe
808.8437091708156,"1.5%",globe
482.0027287518268,"1.5%",globe
716.900673208308,"1.5%",globe
288.8633857724268,"1.5%",globe
258.4980150032917,"1.5%",globe
301.7142388266928,"1.5%",globe
511.42607704356817,"1.5%",globe
202.39576328879173,"1.5%",globe
385.6425609453744,"1.5%",globe
213.22997980261863,"1.5%",globe
574.8475246890711,"1.5%",globe
152.57465231789968,"1.5%",globe
373.5632583097295,"1.5%",globe
168.62049347014846,"1.5%",globe
266.64330518118436,"1.5%",globe
397.1091865425404,"1.5%",globe
121.26350905622091,"1.5%",globe
369.04744404043214,"1.5%",globe
92.96267150050328,"1.5%",globe
819.6912797193038,"1.5%",globe
102.88574777435173,"1.5%",globe
255.35081323583654,"1.5%",globe
274.9966764567044,"1.5%",globe
302.3460676725086,"1.5%",globe
208.847414030699,"1.5%",globe
567.8743179385906,"1.5%",globe
336.9825239513457,"1.5%",globe
295.8551419308282,"1.5%",globe
305.3927161254649,"1.5%",globe
191.00404943114805,"1.5%",globe
332.43983871972716,"1.5%",globe
206.86743494505131,"1.5%",globe
189.61539107964552,"1.5%",globe
353.2377380511875,"1.5%",globe
137.04612996088727,"1.5%",globe
420.3850695211574,"1.5%",globe
249.8976599802967,"1.5%",globe
571.651245912976,"1.5%",globe
378.92928864747347,"1.5%",globe
415.9988659458215,"1.5%",globe
423.1438307147306,"1.5%",globe
536.6710940031762,"1.5%",globe
216.9816431606439,"1.5%",globe
433.5952884315651,"1.5%",globe
187.89130842537952,"1.5%",globe
522.0210227445006,"1.5%",globe
183.47417364894318,"1.5%",globe
706.2359299810502,"1.5%",globe
71.05869255261393,"1.5%",globe
247.8037673580358,"1.5%",globe
227.07993894703958,"1.5%",globe
32.56944827767081,"1.5%",globe
145.9559086373407,"1.5%",globe
324.9382572810894,"1.5%",globe
264.9204799276514,"1.5%",globe
344.942331082442,"1.5%",globe
53.10524681650942,"1.5%",globe
271.5920286282517,"1.5%",globe
265.41762750820175,"1.5%",globe
400.15253943144995,"1.5%",globe
97.51684761138534,"1.5%",globe
382.63181707717683,"1.5%",globe
148.77380430910492,"1.5%",globe
445.6244522343889,"1.5%",globe
204.99395723299557,"1.5%",globe
175.04168928117946,"1.5%",globe
201.14013396663267,"1.5%",globe
437.632851101646,"1.5%",globe
144.086501532032,"1.5%",globe
155.17462421966027,"1.5%",globe
704.6554568209524,"1.5%",globe
222.06576544686408,"1.5%",globe
216.35159465890845,"1.5%",globe
229.7511856498779,"1.5%",globe
63.09180374971605,"1.5%",globe
131.60411700662968,"1.5%",globe
672.5130790758715,"1.5%",globe
590.4864093432037,"1.5%",globe
281.2760204570489,"1.5%",globe
105.11586482142145,"1.5%",globe
443.2200082464488,"1.5%",globe
183.27841651251882,"1.5%",globe
390.0691432597083,"1.5%",globe
628.7024380009004,"1.5%",globe
236.39781027985566,"1.5%",globe
111.4965796747037,"1.5%",globe
104.2653691715722,"1.5%",globe
494.10498803881956,"1.5%",globe
370.0356061200635,"1.5%",globe
203.79879625078505,"1.5%",globe
209.92112180786694,"1.5%",globe
645.2798901073243,"1.5%",globe
220.5203113455975,"1.5%",globe
73.13553900712658,"1.5%",globe
275.5733742035534,"1.5%",globe
461.7467515723347,"1.5%",globe
196.10209479562224,"1.5%",globe
385.3714571363935,"1.5%",globe
72.36437840208995,"1.5%",globe
334.6383309745609,"1.5%",globe
621.8610111246662,"1.5%",globe
417.0555201324474,"1.5%",globe
132.11851902455336,"1.5%",globe
929.444690605615,"1.5%",globe
221.7143969985258,"1.5%",globe
16.345821962030314,"1.5%",globe
552.8892952939299,"1.5%",globe
279.14990652839236,"1.5%",globe
677.4971327281038,"1.5%",globe
354.9886065613401,"1.5%",globe
693.6977005687303,"1.5%",globe
475.88832528013864,"1.5%",globe
196.39078788865476,"1.5%",globe
188.2003836828396,"1.5%",globe
546.2284926650317,"1.5%",globe
501.76571876523576,"1.5%",globe
440.05526926935,"1.5%",globe
322.56309628801756,"1.5%",globe
285.49873818945144,"1.5%",globe
852.6501456190272,"1.5%",globe
269.0944663793,"1.5%",globe
704.0505590121878,"1.5%",globe
370.342904948411,"1.5%",globe
354.70003037066897,"1.5%",globe
210.43000201201622,"1.5%",globe
285.2724686619616,"1.5%",globe
318.7004664442406,"1.5%",globe
244.41832629487624,"1.5%",globe
705.2509737781228,"1.5%",globe
190.96000591592454,"1.5%",globe
294.7743490163317,"1.5%",globe
513.3705163337429,"1.5%",globe
267.95470282618646,"1.5%",globe
123.54775056878452,"1.5%",globe
363.7367135481839,"1.5%",globe
253.46256301702633,"1.5%",globe
225.12500821799262,"1.5%",globe
352.58524418957194,"1.5%",globe
93.67644434046606,"1.5%",globe
436.82146116781473,"1.5%",globe
264.38337870852035,"1.5%",globe
273.2387640685131,"1.5%",globe
297.1625464039834,"1.5%",globe
318.7225267927589,"1.5%",globe
94.00764157854799,"1.5%",globe
497.1421044848869,"1.5%",globe
124.48774944562685,"1.5%",globe
362.3362466897456,"1.5%",globe
256.3179741781192,"1.5%",globe
318.4750399385999,"1.5%",globe
431.9004162590593,"1.5%",globe
592.038935301346,"1.5%",globe
426.1544424772816,"1.5%",globe
260.7731930459594,"1.5%",globe
514.6826838996874,"1.5%",globe
870.323578580776,"1.5%",globe
317.0051187435709,"1.5%",globe
417.2811402776192,"1.5%",globe
421.0761359053434,"1.5%",globe
432.10812464897083,"1.5%",globe
154.3718969334966,"1.5%",globe
87.52080953881128,"1.5%",globe
473.8431866912509,"1.5%",globe
177.515178532446,"1.5%",globe
266.2703887901699,"1.5%",globe
710.8241763569096,"1.5%",globe
185.31447242152592,"1.5%",globe
225.4067402442014,"1.5%",globe
123.49003596110519,"1.5%",globe
355.2148565314956,"1.5%",globe
384.19537303941627,"1.5%",globe
268.8169905385676,"1.5%",globe
235.4648952138313,"1.5%",globe
37.08793477215808,"1.5%",globe
423.52730438831657,"1.5%",globe
267.65218785686096,"1.5%",globe
205.4973193712866,"1.5%",globe
319.45525004594793,"1.5%",globe
513.0480987178092,"1.5%",globe
189.94206449269942,"1.5%",globe
162.69040607109065,"1.5%",globe
291.9423386030335,"1.5%",globe
74.80586269855358,"1.5%",globe
502.51027017499445,"1.5%",globe
442.6779641907991,"1.5%",globe
235.8174019811947,"1.5%",globe
414.03256182252676,"1.5%",globe
547.6732440592276,"1.5%",globe
547.8170131783786,"1.5%",globe
404.26735987418994,"1.5%",globe
521.8429381372728,"1.5%",globe
391.4133070114355,"1.5%",globe
443.057315904829,"1.5%",globe
375.34099543445956,"1.5%",globe
491.56616396642335,"1.5%",globe
158.25291038740667,"1.5%",globe
469.33898979606016,"1.5%",globe
433.5641456998828,"1.5%",globe
321.3472668920336,"1.5%",globe
292.0013020590315,"1.5%",globe
135.7085843494502,"1.5%",globe
432.9399592524536,"1.5%",globe
248.0188806457397,"1.5%",globe
289.72850379324115,"1.5%",globe
306.0712407764107,"1.5%",globe
376.37787461310734,"1.5%",globe
277.901102003474,"1.5%",globe
410.8097204772271,"1.5%",globe
380.61117372758144,"1.5%",globe
447.4124124591456,"1.5%",globe
356.83742237679303,"1.5%",globe
396.1758356166586,"1.5%",globe
