"scc","dr","region"
8.939605017376897,"2.0%",domestic
15.222887615957616,"2.0%",domestic
6.20780080393711,"2.0%",domestic
20.537189961064367,"2.0%",domestic
30.958913021615206,"2.0%",domestic
22.444163100239006,"2.0%",domestic
19.622609518427744,"2.0%",domestic
9.636683092860657,"2.0%",domestic
26.36990233151948,"2.0%",domestic
17.233789686406503,"2.0%",domestic
8.951723452514214,"2.0%",domestic
9.973214174865742,"2.0%",domestic
12.185918415779991,"2.0%",domestic
9.591099153856355,"2.0%",domestic
16.044624913518444,"2.0%",domestic
28.898377168035513,"2.0%",domestic
9.589668804664079,"2.0%",domestic
4.416470338810507,"2.0%",domestic
4.725308283785962,"2.0%",domestic
21.55338790841462,"2.0%",domestic
10.212400204423579,"2.0%",domestic
6.220735744417094,"2.0%",domestic
11.4145021234757,"2.0%",domestic
16.477804420241466,"2.0%",domestic
7.204676559840678,"2.0%",domestic
26.141423837359323,"2.0%",domestic
33.105364599538134,"2.0%",domestic
12.226359417470164,"2.0%",domestic
16.776043992737343,"2.0%",domestic
11.413928089133512,"2.0%",domestic
10.01832692319893,"2.0%",domestic
11.552783714328735,"2.0%",domestic
7.670416361827268,"2.0%",domestic
4.1488157536756,"2.0%",domestic
8.908823110781556,"2.0%",domestic
13.073365890345649,"2.0%",domestic
14.29907969518677,"2.0%",domestic
9.445931316394669,"2.0%",domestic
3.493240129721063,"2.0%",domestic
5.946025194206687,"2.0%",domestic
9.14624099475705,"2.0%",domestic
22.559795301337427,"2.0%",domestic
7.135718612082047,"2.0%",domestic
3.4978354070265607,"2.0%",domestic
4.065570071516229,"2.0%",domestic
7.308971415460915,"2.0%",domestic
8.73570185013004,"2.0%",domestic
7.683720615829012,"2.0%",domestic
10.200849072920066,"2.0%",domestic
17.996299951825232,"2.0%",domestic
6.409837586980077,"2.0%",domestic
14.357878884766599,"2.0%",domestic
4.137650286330116,"2.0%",domestic
21.56018529169995,"2.0%",domestic
9.139800133947048,"2.0%",domestic
9.168944120766758,"2.0%",domestic
9.17151138680573,"2.0%",domestic
8.289266574381179,"2.0%",domestic
10.506752177923143,"2.0%",domestic
44.82897708385991,"2.0%",domestic
9.938685669161524,"2.0%",domestic
13.182392127217696,"2.0%",domestic
19.064352531819893,"2.0%",domestic
23.110783267284205,"2.0%",domestic
15.622115054492916,"2.0%",domestic
7.0496355655608,"2.0%",domestic
18.649246212757557,"2.0%",domestic
10.663526766852632,"2.0%",domestic
23.33415955998167,"2.0%",domestic
5.301733724745719,"2.0%",domestic
5.514888985696143,"2.0%",domestic
18.680387958200775,"2.0%",domestic
17.75506573211847,"2.0%",domestic
16.312709088971655,"2.0%",domestic
6.347587502758521,"2.0%",domestic
6.600409508864525,"2.0%",domestic
5.508657706340299,"2.0%",domestic
3.7969703537603925,"2.0%",domestic
7.316476445671956,"2.0%",domestic
8.94001771288405,"2.0%",domestic
11.036140048806088,"2.0%",domestic
10.137511099307735,"2.0%",domestic
9.670210644084355,"2.0%",domestic
15.7588729798918,"2.0%",domestic
6.121571535219479,"2.0%",domestic
11.609360246641184,"2.0%",domestic
24.07157677088555,"2.0%",domestic
11.100810976205217,"2.0%",domestic
5.2310918502622465,"2.0%",domestic
14.769846161366333,"2.0%",domestic
8.586326723906227,"2.0%",domestic
12.621262473278748,"2.0%",domestic
15.748704673170389,"2.0%",domestic
12.568331011939799,"2.0%",domestic
5.932482772489545,"2.0%",domestic
4.970524248210836,"2.0%",domestic
13.509279136752548,"2.0%",domestic
3.4459316216843554,"2.0%",domestic
5.392502858787176,"2.0%",domestic
11.055940218122604,"2.0%",domestic
3.023186542719949,"2.0%",domestic
9.473684059271351,"2.0%",domestic
16.007503598942396,"2.0%",domestic
37.32605439192221,"2.0%",domestic
10.931224366933966,"2.0%",domestic
11.017028272015951,"2.0%",domestic
10.76396709252949,"2.0%",domestic
6.661594829870912,"2.0%",domestic
17.794997464437174,"2.0%",domestic
24.91047760638016,"2.0%",domestic
6.4229713496187895,"2.0%",domestic
20.83007897817244,"2.0%",domestic
12.001213178983054,"2.0%",domestic
29.342299558098837,"2.0%",domestic
9.762418283961464,"2.0%",domestic
8.269006779893282,"2.0%",domestic
7.815967410601086,"2.0%",domestic
42.932211581179075,"2.0%",domestic
16.112644198435337,"2.0%",domestic
8.85582805601069,"2.0%",domestic
8.588067405818046,"2.0%",domestic
11.287756600038179,"2.0%",domestic
22.127258361683868,"2.0%",domestic
6.482827921567223,"2.0%",domestic
