"scc","dr","region"
109.87517395676034,"1.5%",globe
450.2013066526431,"1.5%",globe
154.8301900681084,"1.5%",globe
580.3959235372581,"1.5%",globe
544.3215754623761,"1.5%",globe
537.5232867080662,"1.5%",globe
436.9695560167186,"1.5%",globe
389.52184731157774,"1.5%",globe
187.60043948119363,"1.5%",globe
203.66273564504857,"1.5%",globe
152.93573838987342,"1.5%",globe
452.5498398496116,"1.5%",globe
411.2878982570285,"1.5%",globe
407.753768850228,"1.5%",globe
139.09871173176424,"1.5%",globe
687.3153491111522,"1.5%",globe
472.49662876457364,"1.5%",globe
324.2363829709988,"1.5%",globe
529.986499600443,"1.5%",globe
175.69171320339015,"1.5%",globe
225.98897670052244,"1.5%",globe
352.75899807463657,"1.5%",globe
547.9393154449313,"1.5%",globe
38.192941025755765,"1.5%",globe
339.2321000777191,"1.5%",globe
725.0433027360901,"1.5%",globe
224.66336244594916,"1.5%",globe
288.523113958085,"1.5%",globe
210.11037746362643,"1.5%",globe
30.819541317267348,"1.5%",globe
133.0283920019227,"1.5%",globe
246.6941811997111,"1.5%",globe
316.73830934945533,"1.5%",globe
166.2581324817099,"1.5%",globe
484.4849399572394,"1.5%",globe
439.5181629696727,"1.5%",globe
324.95693923383067,"1.5%",globe
705.8942550165904,"1.5%",globe
478.0440150035933,"1.5%",globe
244.34079798547305,"1.5%",globe
237.12813992987543,"1.5%",globe
32.87870385469482,"1.5%",globe
1807.842248437666,"1.5%",globe
170.02211731317828,"1.5%",globe
404.79125191557836,"1.5%",globe
219.61069701576977,"1.5%",globe
305.76887528326563,"1.5%",globe
406.5857503875812,"1.5%",globe
569.6818142526876,"1.5%",globe
491.54340356313526,"1.5%",globe
552.2002513922802,"1.5%",globe
341.8195484471589,"1.5%",globe
464.82934612501725,"1.5%",globe
369.04128184734833,"1.5%",globe
147.0734108743203,"1.5%",globe
362.5044216963307,"1.5%",globe
307.6034703193347,"1.5%",globe
265.8654517988855,"1.5%",globe
435.7816625751314,"1.5%",globe
355.410359318014,"1.5%",globe
177.10588038588483,"1.5%",globe
522.5958595453912,"1.5%",globe
389.0582916787665,"1.5%",globe
136.52158356869282,"1.5%",globe
518.2920498415581,"1.5%",globe
-38.574638024041846,"1.5%",globe
126.39809015272732,"1.5%",globe
523.432500575992,"1.5%",globe
220.06934897062928,"1.5%",globe
218.27207222779344,"1.5%",globe
326.84115501514725,"1.5%",globe
337.81914959143586,"1.5%",globe
228.23635490265823,"1.5%",globe
224.5886382076251,"1.5%",globe
368.1654584354394,"1.5%",globe
587.7349659499951,"1.5%",globe
536.0256786131597,"1.5%",globe
214.67326385326146,"1.5%",globe
184.614929669583,"1.5%",globe
171.9622056854863,"1.5%",globe
142.1160101216081,"1.5%",globe
289.78493702437294,"1.5%",globe
677.2010802859141,"1.5%",globe
255.4896697341127,"1.5%",globe
403.69464347255195,"1.5%",globe
386.64586960565777,"1.5%",globe
213.67142575985943,"1.5%",globe
339.9542638074611,"1.5%",globe
362.75237852848005,"1.5%",globe
439.9009989266424,"1.5%",globe
210.45616309729886,"1.5%",globe
337.2615868099428,"1.5%",globe
